"","name","setCode","rarity"
"22739","Lurrus of the Dream-Den","IKO","rare"
"22740","Lutri, the Spellchaser","IKO","rare"
"22741","Obosh, the Preypiercer","IKO","rare"
"22742","Proud Wildbonder","IKO","uncommon"
"22743","Sonorous Howlbonder","IKO","uncommon"
"22744","Umori, the Collector","IKO","rare"
"22745","Yorion, Sky Nomad","IKO","rare"
"22746","Zirda, the Dawnwaker","IKO","rare"
"22747","Crystalline Giant","IKO","rare"
"22748","Indatha Crystal","IKO","uncommon"
"22749","Ketria Crystal","IKO","uncommon"
"22750","The Ozolith","IKO","rare"
"22751","Raugrin Crystal","IKO","uncommon"
"22752","Savai Crystal","IKO","uncommon"
"22753","Sleeper Dart","IKO","common"
"22754","Springjaw Trap","IKO","common"
"22755","Zagoth Crystal","IKO","uncommon"
"22756","Bloodfell Caves","IKO","common"
"22757","Blossoming Sands","IKO","common"
"22758","Bonders' Enclave","IKO","rare"
"22759","Dismal Backwater","IKO","common"
"22760","Evolving Wilds","IKO","common"
"22761","Indatha Triome","IKO","rare"
"22762","Jungle Hollow","IKO","common"
"22763","Ketria Triome","IKO","rare"
"22764","Raugrin Triome","IKO","rare"
"22765","Rugged Highlands","IKO","common"
"22766","Savai Triome","IKO","rare"
"22767","Scoured Barrens","IKO","common"
"22768","Swiftwater Cliffs","IKO","common"
"22769","Thornwood Falls","IKO","common"
"22770","Tranquil Cove","IKO","common"
"22771","Wind-Scarred Crag","IKO","common"
"22772","Zagoth Triome","IKO","rare"
"22773","Plains","IKO","common"
"22774","Island","IKO","common"
"22775","Swamp","IKO","common"
"22776","Mountain","IKO","common"
"22777","Forest","IKO","common"
"22778","Zilortha, Strength Incarnate","IKO","mythic"
"22779","Scion of Ugin","IMA","common"
"22780","Abzan Battle Priest","IMA","uncommon"
"22781","Abzan Falconer","IMA","uncommon"
"22782","Ainok Bond-Kin","IMA","common"
"22783","Ajani's Pridemate","IMA","uncommon"
"22784","Angel of Mercy","IMA","common"
"22785","Angelic Accord","IMA","uncommon"
"22786","Archangel of Thune","IMA","mythic"
"22787","Auriok Champion","IMA","rare"
"22788","Austere Command","IMA","rare"
"22789","Avacyn, Angel of Hope","IMA","mythic"
"22790","Benevolent Ancestor","IMA","common"
"22791","Blinding Mage","IMA","common"
"22792","Burrenton Forge-Tender","IMA","uncommon"
"22793","Disenchant","IMA","common"
"22794","Doomed Traveler","IMA","common"
"22795","Dragon Bell Monk","IMA","common"
"22796","Elesh Norn, Grand Cenobite","IMA","mythic"
"22797","Emerge Unscathed","IMA","common"
"22798","Emeria Angel","IMA","rare"
"22799","Great Teacher's Decree","IMA","uncommon"
"22800","Guard Duty","IMA","common"
"22801","Guided Strike","IMA","common"
"22802","Infantry Veteran","IMA","common"
"22803","Iona's Judgment","IMA","common"
"22804","Path of Bravery","IMA","rare"
"22805","Pentarch Ward","IMA","common"
"22806","Restoration Angel","IMA","rare"
"22807","Seeker of the Way","IMA","common"
"22808","Serra Angel","IMA","uncommon"
"22809","Serra Ascendant","IMA","rare"
"22810","Stalwart Aven","IMA","common"
"22811","Student of Ojutai","IMA","common"
"22812","Survival Cache","IMA","common"
"22813","Sustainer of the Realm","IMA","common"
"22814","Swords to Plowshares","IMA","uncommon"
"22815","Topan Freeblade","IMA","uncommon"
"22816","Wing Shards","IMA","uncommon"
"22817","Yosei, the Morning Star","IMA","rare"
"22818","Aetherize","IMA","uncommon"
"22819","Amass the Components","IMA","common"
"22820","Ancestral Vision","IMA","rare"
"22821","Bewilder","IMA","common"
"22822","Cephalid Broker","IMA","uncommon"
"22823","Claustrophobia","IMA","common"
"22824","Condescend","IMA","uncommon"
"22825","Consecrated Sphinx","IMA","mythic"
"22826","Cryptic Command","IMA","rare"
"22827","Day of the Dragons","IMA","rare"
"22828","Diminish","IMA","common"
"22829","Dissolve","IMA","common"
"22830","Distortion Strike","IMA","uncommon"
"22831","Doorkeeper","IMA","common"
"22832","Elusive Spellfist","IMA","common"
"22833","Flusterstorm","IMA","rare"
"22834","Fog Bank","IMA","uncommon"
"22835","Frost Lynx","IMA","common"
"22836","Illusory Ambusher","IMA","uncommon"
"22837","Illusory Angel","IMA","uncommon"
"22838","Jace's Phantasm","IMA","common"
"22839","Jhessian Thief","IMA","common"
"22840","Jin-Gitaxias, Core Augur","IMA","mythic"
"22841","Keiga, the Tide Star","IMA","rare"
"22842","Mahamoti Djinn","IMA","uncommon"
"22843","Mana Drain","IMA","mythic"
"22844","Mana Leak","IMA","common"
"22845","Mnemonic Wall","IMA","common"
"22846","Ojutai's Breath","IMA","common"
"22847","Phantom Monster","IMA","common"
"22848","Repeal","IMA","common"
"22849","Riverwheel Aerialists","IMA","common"
"22850","Shriekgeist","IMA","common"
"22851","Skywise Teachings","IMA","uncommon"
"22852","Sphinx of Uthuun","IMA","rare"
"22853","Teferi, Mage of Zhalfir","IMA","rare"
"22854","Thought Scour","IMA","common"
"22855","Windfall","IMA","uncommon"
"22856","Abyssal Persecutor","IMA","rare"
"22857","Bala Ged Scorpion","IMA","common"
"22858","Balustrade Spy","IMA","common"
"22859","Bladewing's Thrall","IMA","uncommon"
"22860","Bloodghast","IMA","rare"
"22861","Bogbrew Witch","IMA","uncommon"
"22862","Butcher's Glee","IMA","common"
"22863","Child of Night","IMA","common"
"22864","Dead Reveler","IMA","common"
"22865","Doom Blade","IMA","uncommon"
"22866","Duress","IMA","common"
"22867","Eternal Thirst","IMA","common"
"22868","Festering Newt","IMA","common"
"22869","Foul-Tongue Invocation","IMA","common"
"22870","Grisly Spectacle","IMA","common"
"22871","Haunting Hymn","IMA","uncommon"
"22872","Indulgent Tormentor","IMA","uncommon"
"22873","Kokusho, the Evening Star","IMA","rare"
"22874","Lord of the Pit","IMA","rare"
"22875","Mer-Ek Nightblade","IMA","uncommon"
"22876","Necropotence","IMA","mythic"
"22877","Night of Souls' Betrayal","IMA","rare"
"22878","Noxious Dragon","IMA","uncommon"
"22879","Ob Nixilis, the Fallen","IMA","mythic"
"22880","Phyrexian Rager","IMA","common"
"22881","Rakdos Drake","IMA","common"
"22882","Reave Soul","IMA","common"
"22883","Rotfeaster Maggot","IMA","common"
"22884","Rune-Scarred Demon","IMA","rare"
"22885","Sanguine Bond","IMA","uncommon"
"22886","Sheoldred, Whispering One","IMA","mythic"
"22887","Tavern Swindler","IMA","uncommon"
"22888","Thoughtseize","IMA","rare"
"22889","Thrill-Kill Assassin","IMA","common"
"22890","Ulcerate","IMA","uncommon"
"22891","Virulent Swipe","IMA","common"
"22892","Wight of Precinct Six","IMA","common"
"22893","Wrench Mind","IMA","common"
"22894","Anger of the Gods","IMA","rare"
"22895","Battle-Rattle Shaman","IMA","common"
"22896","Bogardan Hellkite","IMA","rare"
"22897","Borderland Marauder","IMA","common"
"22898","Charmbreaker Devils","IMA","rare"
"22899","Coordinated Assault","IMA","uncommon"
"22900","Crucible of Fire","IMA","rare"
"22901","Draconic Roar","IMA","common"
"22902","Dragon Egg","IMA","common"
"22903","Dragon Tempest","IMA","uncommon"
"22904","Dragonlord's Servant","IMA","common"
"22905","Earth Elemental","IMA","common"
"22906","Fireball","IMA","uncommon"
"22907","Furnace Whelp","IMA","common"
"22908","Fury Charm","IMA","common"
"22909","Guttersnipe","IMA","uncommon"
"22910","Hammerhand","IMA","common"
"22911","Heat Ray","IMA","common"
"22912","Hoarding Dragon","IMA","uncommon"
"22913","Keldon Halberdier","IMA","common"
"22914","Kiki-Jiki, Mirror Breaker","IMA","mythic"
"22915","Kiln Fiend","IMA","common"
"22916","Magus of the Moon","IMA","rare"
"22917","Mark of Mutiny","IMA","common"
"22918","Monastery Swiftspear","IMA","uncommon"
"22919","Pillar of Flame","IMA","common"
"22920","Prodigal Pyromancer","IMA","uncommon"
"22921","Rift Bolt","IMA","uncommon"
"22922","Ryusei, the Falling Star","IMA","rare"
"22923","Scourge of Valkas","IMA","rare"
"22924","Splatter Thug","IMA","common"
"22925","Staggershock","IMA","uncommon"
"22926","Surreal Memoir","IMA","uncommon"
"22927","Thundermaw Hellkite","IMA","mythic"
"22928","Tormenting Voice","IMA","common"
"22929","Trumpet Blast","IMA","common"
"22930","Urabrask the Hidden","IMA","mythic"
"22931","Vent Sentinel","IMA","common"
"22932","Aerial Predation","IMA","common"
"22933","Assault Formation","IMA","uncommon"
"22934","Carven Caryatid","IMA","uncommon"
"22935","Channel","IMA","mythic"
"22936","Crowned Ceratok","IMA","common"
"22937","Curse of Predation","IMA","rare"
"22938","Durkwood Baloth","IMA","common"
"22939","Duskdale Wurm","IMA","common"
"22940","Enlarge","IMA","uncommon"
"22941","Genesis Hydra","IMA","rare"
"22942","Genesis Wave","IMA","rare"
"22943","Greater Basilisk","IMA","common"
"22944","Heroes' Bane","IMA","uncommon"
"22945","Hunt the Weak","IMA","common"
"22946","Hunting Pack","IMA","uncommon"
"22947","Inspiring Call","IMA","uncommon"
"22948","Ivy Elemental","IMA","common"
"22949","Jaddi Offshoot","IMA","common"
"22950","Jugan, the Rising Star","IMA","rare"
"22951","Lead the Stampede","IMA","common"
"22952","Lotus Cobra","IMA","rare"
"22953","Lure","IMA","uncommon"
"22954","Nantuko Shaman","IMA","common"
"22955","Nature's Claim","IMA","common"
"22956","Netcaster Spider","IMA","common"
"22957","Obstinate Baloth","IMA","rare"
"22958","Overgrown Battlement","IMA","uncommon"
"22959","Phantom Tiger","IMA","common"
"22960","Prey's Vengeance","IMA","common"
"22961","Primeval Titan","IMA","mythic"
"22962","Rampaging Baloths","IMA","rare"
"22963","Search for Tomorrow","IMA","common"
"22964","Sultai Flayer","IMA","uncommon"
"22965","Timberland Guide","IMA","common"
"22966","Undercity Troll","IMA","uncommon"
"22967","Vorinclex, Voice of Hunger","IMA","mythic"
"22968","Wall of Roots","IMA","common"
"22969","Wildsize","IMA","common"
"22970","Azorius Charm","IMA","uncommon"
"22971","Bladewing the Risen","IMA","uncommon"
"22972","Blizzard Specter","IMA","uncommon"
"22973","Blood Baron of Vizkopa","IMA","rare"
"22974","Chronicler of Heroes","IMA","uncommon"
"22975","Corpsejack Menace","IMA","uncommon"
"22976","Electrolyze","IMA","uncommon"
"22977","Firemane Angel","IMA","rare"
"22978","Glimpse the Unthinkable","IMA","rare"
"22979","Hypersonic Dragon","IMA","rare"
"22980","Jungle Barrier","IMA","uncommon"
"22981","Knight of the Reliquary","IMA","rare"
"22982","Lightning Helix","IMA","uncommon"
"22983","Malfegor","IMA","rare"
"22984","Rosheen Meanderer","IMA","uncommon"
"22985","Savageborn Hydra","IMA","rare"
"22986","Simic Sky Swallower","IMA","rare"
"22987","Spiritmonger","IMA","rare"
"22988","Supreme Verdict","IMA","rare"
"22989","Vizkopa Guildmage","IMA","uncommon"
"22990","Aether Vial","IMA","rare"
"22991","Bubbling Cauldron","IMA","uncommon"
"22992","Darksteel Axe","IMA","common"
"22993","Dragonloft Idol","IMA","uncommon"
"22994","Guardian Idol","IMA","common"
"22995","Kolaghan Monument","IMA","uncommon"
"22996","Manakin","IMA","common"
"22997","Mind Stone","IMA","common"
"22998","Mindcrank","IMA","uncommon"
"22999","Mishra's Bauble","IMA","uncommon"
"23000","Moonglove Extract","IMA","common"
"23001","Oblivion Stone","IMA","rare"
"23002","Palladium Myr","IMA","uncommon"
"23003","Pristine Talisman","IMA","uncommon"
"23004","Runed Servitor","IMA","common"
"23005","Sandstone Oracle","IMA","uncommon"
"23006","Serum Powder","IMA","rare"
"23007","Star Compass","IMA","common"
"23008","Thran Dynamo","IMA","uncommon"
"23009","Trepanation Blade","IMA","uncommon"
"23010","Azorius Chancery","IMA","uncommon"
"23011","Boros Garrison","IMA","uncommon"
"23012","Dimir Aqueduct","IMA","uncommon"
"23013","Evolving Wilds","IMA","common"
"23014","Golgari Rot Farm","IMA","uncommon"
"23015","Graven Cairns","IMA","rare"
"23016","Grove of the Burnwillows","IMA","rare"
"23017","Gruul Turf","IMA","uncommon"
"23018","Horizon Canopy","IMA","rare"
"23019","Izzet Boilerworks","IMA","uncommon"
"23020","Nimbus Maze","IMA","rare"
"23021","Orzhov Basilica","IMA","uncommon"
"23022","Radiant Fountain","IMA","common"
"23023","Rakdos Carnarium","IMA","uncommon"
"23024","River of Tears","IMA","rare"
"23025","Selesnya Sanctuary","IMA","uncommon"
"23026","Shimmering Grotto","IMA","common"
"23027","Simic Growth Chamber","IMA","uncommon"
"23028","Alabaster Leech","INV","rare"
"23029","Angel of Mercy","INV","uncommon"
"23030","Ardent Soldier","INV","common"
"23031","Atalya, Samite Master","INV","rare"
"23032","Benalish Emissary","INV","uncommon"
"23033","Benalish Heralds","INV","uncommon"
"23034","Benalish Lancer","INV","common"
"23035","Benalish Trapper","INV","common"
"23036","Blinding Light","INV","uncommon"
"23037","Capashen Unicorn","INV","common"
"23038","Crimson Acolyte","INV","common"
"23039","Crusading Knight","INV","rare"
"23040","Death or Glory","INV","rare"
"23041","Dismantling Blow","INV","common"
"23042","Divine Presence","INV","rare"
"23043","Fight or Flight","INV","rare"
"23044","Glimmering Angel","INV","common"
"23045","Global Ruin","INV","rare"
"23046","Harsh Judgment","INV","rare"
"23047","Holy Day","INV","common"
"23048","Liberate","INV","uncommon"
"23049","Obsidian Acolyte","INV","common"
"23050","Orim's Touch","INV","common"
"23051","Pledge of Loyalty","INV","uncommon"
"23052","Prison Barricade","INV","common"
"23053","Protective Sphere","INV","common"
"23054","Pure Reflection","INV","rare"
"23055","Rampant Elephant","INV","common"
"23056","Razorfoot Griffin","INV","common"
"23057","Restrain","INV","common"
"23058","Reviving Dose","INV","common"
"23059","Rewards of Diversity","INV","uncommon"
"23060","Reya Dawnbringer","INV","rare"
"23061","Rout","INV","rare"
"23062","Ruham Djinn","INV","uncommon"
"23063","Samite Ministration","INV","uncommon"
"23064","Shackles","INV","common"
"23065","Spirit of Resistance","INV","rare"
"23066","Spirit Weaver","INV","uncommon"
"23067","Strength of Unity","INV","common"
"23068","Sunscape Apprentice","INV","common"
"23069","Sunscape Master","INV","rare"
"23070","Teferi's Care","INV","uncommon"
"23071","Wayfaring Giant","INV","uncommon"
"23072","Winnow","INV","rare"
"23073","Barrin's Unmaking","INV","common"
"23074","Blind Seer","INV","rare"
"23075","Breaking Wave","INV","rare"
"23076","Collective Restraint","INV","rare"
"23077","Crystal Spray","INV","rare"
"23078","Disrupt","INV","uncommon"
"23079","Distorting Wake","INV","rare"
"23080","Dream Thrush","INV","common"
"23081","Empress Galina","INV","rare"
"23082","Essence Leak","INV","uncommon"
"23083","Exclude","INV","common"
"23084","Fact or Fiction","INV","uncommon"
"23085","Faerie Squadron","INV","common"
"23086","Mana Maze","INV","rare"
"23087","Manipulate Fate","INV","uncommon"
"23088","Metathran Aerostat","INV","rare"
"23089","Metathran Transport","INV","uncommon"
"23090","Metathran Zombie","INV","common"
"23091","Opt","INV","common"
"23092","Phantasmal Terrain","INV","common"
"23093","Probe","INV","common"
"23094","Prohibit","INV","common"
"23095","Psychic Battle","INV","rare"
"23096","Rainbow Crow","INV","uncommon"
"23097","Repulse","INV","common"
"23098","Sapphire Leech","INV","rare"
"23099","Shimmering Wings","INV","common"
"23100","Shoreline Raider","INV","common"
"23101","Sky Weaver","INV","uncommon"
"23102","Stormscape Apprentice","INV","common"
"23103","Stormscape Master","INV","rare"
"23104","Sway of Illusion","INV","uncommon"
"23105","Teferi's Response","INV","rare"
"23106","Temporal Distortion","INV","rare"
"23107","Tidal Visionary","INV","common"
"23108","Tolarian Emissary","INV","uncommon"
"23109","Tower Drake","INV","common"
"23110","Traveler's Cloak","INV","common"
"23111","Vodalian Hypnotist","INV","uncommon"
"23112","Vodalian Merchant","INV","common"
"23113","Vodalian Serpent","INV","common"
"23114","Wash Out","INV","uncommon"
"23115","Well-Laid Plans","INV","rare"
"23116","Worldly Counsel","INV","common"
"23117","Zanam Djinn","INV","uncommon"
"23118","Addle","INV","uncommon"
"23119","Agonizing Demise","INV","common"
"23120","Andradite Leech","INV","rare"
"23121","Annihilate","INV","uncommon"
"23122","Bog Initiate","INV","common"
"23123","Cremate","INV","uncommon"
"23124","Crypt Angel","INV","rare"
"23125","Cursed Flesh","INV","common"
"23126","Defiling Tears","INV","uncommon"
"23127","Desperate Research","INV","rare"
"23128","Devouring Strossus","INV","rare"
"23129","Do or Die","INV","rare"
"23130","Dredge","INV","uncommon"
"23131","Duskwalker","INV","common"
"23132","Exotic Curse","INV","common"
"23133","Firescreamer","INV","common"
"23134","Goham Djinn","INV","uncommon"
"23135","Hate Weaver","INV","uncommon"
"23136","Hypnotic Cloud","INV","common"
"23137","Marauding Knight","INV","rare"
"23138","Mourning","INV","common"
"23139","Nightscape Apprentice","INV","common"
"23140","Nightscape Master","INV","rare"
"23141","Phyrexian Battleflies","INV","common"
"23142","Phyrexian Delver","INV","rare"
"23143","Phyrexian Infiltrator","INV","rare"
"23144","Phyrexian Reaper","INV","common"
"23145","Phyrexian Slayer","INV","common"
"23146","Plague Spitter","INV","uncommon"
"23147","Ravenous Rats","INV","common"
"23148","Reckless Spite","INV","uncommon"
"23149","Recover","INV","common"
"23150","Scavenged Weaponry","INV","common"
"23151","Soul Burn","INV","common"
"23152","Spreading Plague","INV","rare"
"23153","Tainted Well","INV","common"
"23154","Trench Wurm","INV","uncommon"
"23155","Tsabo's Assassin","INV","rare"
"23156","Tsabo's Decree","INV","rare"
"23157","Twilight's Call","INV","rare"
"23158","Urborg Emissary","INV","uncommon"
"23159","Urborg Phantom","INV","common"
"23160","Urborg Shambler","INV","uncommon"
"23161","Urborg Skeleton","INV","common"
"23162","Yawgmoth's Agenda","INV","rare"
"23163","Ancient Kavu","INV","common"
"23164","Bend or Break","INV","rare"
"23165","Breath of Darigaaz","INV","uncommon"
"23166","Callous Giant","INV","rare"
"23167","Chaotic Strike","INV","uncommon"
"23168","Collapsing Borders","INV","rare"
"23169","Crown of Flames","INV","common"
"23170","Firebrand Ranger","INV","uncommon"
"23171","Ghitu Fire","INV","rare"
"23172","Goblin Spy","INV","uncommon"
"23173","Halam Djinn","INV","uncommon"
"23174","Hooded Kavu","INV","common"
"23175","Kavu Aggressor","INV","common"
"23176","Kavu Monarch","INV","rare"
"23177","Kavu Runner","INV","uncommon"
"23178","Kavu Scout","INV","common"
"23179","Lightning Dart","INV","uncommon"
"23180","Loafing Giant","INV","rare"
"23181","Mages' Contest","INV","rare"
"23182","Maniacal Rage","INV","common"
"23183","Obliterate","INV","rare"
"23184","Overload","INV","common"
"23185","Pouncing Kavu","INV","common"
"23186","Rage Weaver","INV","uncommon"
