"","Count","Name","Expansion","Condition","Language","Finish"
"2712",4,"Virulent Wound","Mirrodin Besieged","Near Mint","English","Normal"
"2713",2,"Shambling Remains","Conflux","Near Mint","English","Normal"
"2714",2,"Winnower Patrol","Morningtide","Near Mint","English","Normal"
"2715",1,"Conclave Equenaut","Ravnica: City of Guilds","Near Mint","English","Normal"
"2716",2,"Hostile Realm","Morningtide","Near Mint","English","Normal"
"2717",1,"Slavering Nulls","Worldwake","Near Mint","English","Normal"
"2718",3,"Overrule","Dissension","Near Mint","English","Normal"
"2719",3,"Quickchange","Ravnica: City of Guilds","Near Mint","English","Normal"
"2720",1,"Caustic Crawler","Worldwake","Near Mint","English","Normal"
"2721",1,"Quilled Slagwurm","Mirrodin Besieged","Near Mint","English","Normal"
"2722",2,"Rumbling Aftershocks","Worldwake","Near Mint","English","Normal"
"2723",4,"Aether Tradewinds","Worldwake","Near Mint","English","Normal"
"2724",1,"Metallurgeon","Archenemy","Near Mint","English","Normal"
"2725",1,"Peace Strider","Mirrodin Besieged","Near Mint","English","Normal"
"2726",1,"Ghor-Clan Bloodscale","Guildpact","Near Mint","English","Normal"
"2727",4,"Divine Offering","Mirrodin Besieged","Near Mint","English","Normal"
"2728",4,"Salvage Titan","Shards of Alara","Near Mint","English","Foil"
"2729",2,"Bull Aurochs","Coldsnap","Near Mint","English","Normal"
"2730",3,"Nemesis Trap","Worldwake","Near Mint","English","Normal"
"2731",1,"Psychotic Fury","Dissension","Near Mint","English","Normal"
"2732",1,"Mirran Spy","Mirrodin Besieged","Near Mint","English","Normal"
"2733",1,"Mirran Spy","Mirrodin Besieged","Near Mint","English","Foil"
"2734",5,"Concussive Bolt","Mirrodin Besieged","Near Mint","English","Normal"
"2735",5,"Grim Discovery","Zendikar","Near Mint","English","Normal"
"2736",5,"Leonin Skyhunter","Mirrodin Besieged","Near Mint","English","Normal"
"2737",3,"Deadly Allure","Dark Ascension","Near Mint","English","Foil"
"2738",3,"Codex Shredder","Return to Ravnica","Near Mint","English","Foil"
"2739",8,"Blistercoil Weird","Return to Ravnica","Near Mint","English","Foil"
"2740",4,"Paradise Mantle","Modern Masters","Near Mint","English","Foil"
"2741",4,"Pain Seer","Born of the Gods","Near Mint","English","Foil"
"2742",4,"Pain Seer","Born of the Gods","Near Mint","English","Foil"
"2743",1,"Centaur Token","Return to Ravnica","Near Mint","English","Normal"
"2744",3,"Soldier Token","Magic 2013","Near Mint","English","Normal"
"2745",16,"Myr Token","Scars of Mirrodin","Near Mint","English","Normal"
"2746",3,"Darksteel Citadel","Magic 2015 Core Set","Near Mint","English","Foil"
"2747",1,"Ornithopter","Magic 2015 Core Set","Near Mint","Japanese","Foil"
"2748",6,"Germ Token","Mirrodin Besieged","Near Mint","English","Normal"
"2749",1,"Abomination of Gudul","Khans of Tarkir","Near Mint","English","Normal"
"2750",1,"Abzan Guide","Khans of Tarkir","Near Mint","English","Normal"
"2751",1,"Arc Lightning","Khans of Tarkir","Near Mint","English","Normal"
"2752",1,"Arrow Storm","Khans of Tarkir","Near Mint","English","Normal"
"2753",1,"Barrage of Boulders","Khans of Tarkir","Near Mint","English","Normal"
"2754",1,"Bitter Revelation","Khans of Tarkir","Near Mint","English","Normal"
"2755",2,"Bloodfire Expert","Khans of Tarkir","Near Mint","English","Normal"
"2756",1,"Bloodfire Mentor","Khans of Tarkir","Near Mint","English","Normal"
"2757",1,"Cancel","Khans of Tarkir","Near Mint","English","Normal"
"2758",1,"Dragon Grip","Khans of Tarkir","Near Mint","English","Normal"
"2759",5,"Dragonscale Boon","Khans of Tarkir","Near Mint","English","Normal"
"2760",1,"Efreet Weaponmaster","Khans of Tarkir","Near Mint","English","Normal"
"2761",1,"Erase","Khans of Tarkir","Near Mint","English","Normal"
"2762",1,"Feat of Resistance","Khans of Tarkir","Near Mint","English","Normal"
"2763",1,"Firehoof Cavalry","Khans of Tarkir","Near Mint","English","Normal"
"2764",1,"Goblinslide","Khans of Tarkir","Near Mint","English","Normal"
"2765",3,"Highland Game","Khans of Tarkir","Near Mint","English","Normal"
"2766",1,"Icefeather Aven","Khans of Tarkir","Near Mint","English","Normal"
"2767",1,"Jeskai Student","Khans of Tarkir","Near Mint","English","Normal"
"2768",4,"Longshot Squad","Khans of Tarkir","Near Mint","English","Normal"
"2769",1,"Mystic of the Hidden Way","Khans of Tarkir","Near Mint","English","Normal"
"2770",1,"Ponyback Brigade","Khans of Tarkir","Near Mint","English","Normal"
"2771",1,"Rakshasa's Secret","Khans of Tarkir","Near Mint","English","Normal"
"2772",3,"Rotting Mastodon","Khans of Tarkir","Near Mint","English","Normal"
"2773",1,"Sage-Eye Harrier","Khans of Tarkir","Near Mint","English","Normal"
"2774",1,"Salt Road Patrol","Khans of Tarkir","Near Mint","English","Normal"
"2775",6,"Savage Punch","Khans of Tarkir","Near Mint","English","Normal"
"2776",1,"Scaldkin","Khans of Tarkir","Near Mint","English","Normal"
"2777",5,"Scout the Borders","Khans of Tarkir","Near Mint","English","Normal"
"2778",1,"Seek the Horizon","Khans of Tarkir","Near Mint","English","Normal"
"2779",1,"Sidisi's Pet","Khans of Tarkir","Near Mint","English","Normal"
"2780",1,"Singing Bell Strike","Khans of Tarkir","Near Mint","English","Normal"
"2781",1,"Smite the Monstrous","Khans of Tarkir","Near Mint","English","Normal"
"2782",1,"Taigam's Scheming","Khans of Tarkir","Near Mint","English","Normal"
"2783",2,"Throttle","Khans of Tarkir","Near Mint","English","Normal"
"2784",5,"Tusked Colossodon","Khans of Tarkir","Near Mint","English","Normal"
"2785",1,"Unyielding Krumar","Khans of Tarkir","Near Mint","English","Normal"
"2786",2,"Valley Dasher","Khans of Tarkir","Near Mint","English","Normal"
"2787",1,"War Behemoth","Khans of Tarkir","Near Mint","English","Normal"
"2788",1,"Waterwhirl","Khans of Tarkir","Near Mint","English","Normal"
"2789",2,"Weave Fate","Khans of Tarkir","Near Mint","English","Normal"
"2790",2,"Wetland Sambar","Khans of Tarkir","Near Mint","English","Normal"
"2791",5,"Woolly Loxodon","Khans of Tarkir","Near Mint","English","Normal"
"2792",1,"Zombie Token","Shards of Alara","Near Mint","English","Normal"
"2793",1,"Summit Prowler","Dragons of Tarkir","Near Mint","English","Normal"
"2794",4,"Titan's Presence","Battle for Zendikar","Near Mint","English","Normal"
"2795",3,"Incubator Drone","Battle for Zendikar","Near Mint","English","Normal"
"2796",7,"Gideon's Reproach","Battle for Zendikar","Near Mint","English","Normal"
"2797",2,"Sheer Drop","Battle for Zendikar","Near Mint","English","Normal"
"2798",4,"Mist Intruder","Battle for Zendikar","Near Mint","English","Normal"
"2799",3,"Dominator Drone","Battle for Zendikar","Near Mint","English","Normal"
"2800",1,"Grovetender Druids","Battle for Zendikar","Near Mint","English","Normal"
"2801",3,"Smothering Abomination","Battle for Zendikar","Near Mint","English","Foil"
"2802",4,"Ruin Processor","Battle for Zendikar","Near Mint","English","Normal"
"2803",3,"Scour from Existence","Battle for Zendikar","Near Mint","English","Normal"
"2804",6,"Cliffside Lookout","Battle for Zendikar","Near Mint","English","Normal"
"2805",6,"Courier Griffin","Battle for Zendikar","Near Mint","English","Normal"
"2806",4,"Fortified Rampart","Battle for Zendikar","Near Mint","English","Normal"
"2807",5,"Ghostly Sentinel","Battle for Zendikar","Near Mint","English","Normal"
"2808",2,"Inspired Charge","Battle for Zendikar","Near Mint","English","Normal"
"2809",6,"Kitesail Scout","Battle for Zendikar","Near Mint","English","Normal"
"2810",1,"Kor Bladewhirl","Battle for Zendikar","Near Mint","English","Normal"
"2811",7,"Kor Castigator","Battle for Zendikar","Near Mint","English","Normal"
"2812",2,"Kor Entanglers","Battle for Zendikar","Near Mint","English","Normal"
"2813",2,"Lithomancer's Focus","Battle for Zendikar","Near Mint","English","Normal"
"2814",4,"Makindi Patrol","Battle for Zendikar","Near Mint","English","Normal"
"2815",5,"Ondu Greathorn","Battle for Zendikar","Near Mint","English","Normal"
"2816",4,"Ondu Rising","Battle for Zendikar","Near Mint","English","Normal"
"2817",1,"Roil's Retribution","Battle for Zendikar","Near Mint","English","Normal"
"2818",2,"Shadow Glider","Battle for Zendikar","Near Mint","English","Normal"
"2819",3,"Stone Haven Medic","Battle for Zendikar","Near Mint","English","Normal"
"2820",4,"Tandem Tactics","Battle for Zendikar","Near Mint","English","Normal"
"2821",2,"Adverse Conditions","Battle for Zendikar","Near Mint","English","Normal"
"2822",4,"Benthic Infiltrator","Battle for Zendikar","Near Mint","English","Normal"
"2823",3,"Brilliant Spectrum","Battle for Zendikar","Near Mint","English","Normal"
"2824",3,"Cloud Manta","Battle for Zendikar","Near Mint","English","Normal"
"2825",3,"Coralhelm Guide","Battle for Zendikar","Near Mint","English","Normal"
"2826",3,"Cryptic Cruiser","Battle for Zendikar","Near Mint","English","Normal"
"2827",1,"Eldrazi Skyspawner","Battle for Zendikar","Near Mint","English","Normal"
"2828",3,"Halimar Tidecaller","Battle for Zendikar","Near Mint","English","Normal"
"2829",5,"Murk Strider","Battle for Zendikar","Near Mint","English","Normal"
"2830",4,"Oracle of Dust","Battle for Zendikar","Near Mint","English","Normal"
"2831",3,"Roilmage's Trick","Battle for Zendikar","Near Mint","English","Normal"
"2832",4,"Rush of Ice","Battle for Zendikar","Near Mint","English","Normal"
"2833",3,"Salvage Drone","Battle for Zendikar","Near Mint","English","Normal"
"2834",4,"Spell Shrivel","Battle for Zendikar","Near Mint","English","Normal"
"2835",1,"Tightening Coils","Battle for Zendikar","Near Mint","English","Normal"
"2836",5,"Wave-Wing Elemental","Battle for Zendikar","Near Mint","English","Normal"
"2837",2,"Altar's Reap","Battle for Zendikar","Near Mint","English","Normal"
"2838",4,"Bone Splinters","Battle for Zendikar","Near Mint","English","Normal"
"2839",6,"Complete Disregard","Battle for Zendikar","Near Mint","English","Normal"
"2840",4,"Culling Drone","Battle for Zendikar","Near Mint","English","Normal"
"2841",4,"Dutiful Return","Battle for Zendikar","Near Mint","English","Normal"
"2842",2,"Geyserfield Stalker","Battle for Zendikar","Near Mint","English","Normal"
"2843",1,"Grip of Desolation","Battle for Zendikar","Near Mint","English","Normal"
"2844",3,"Hagra Sharpshooter","Battle for Zendikar","Near Mint","English","Normal"
"2845",5,"Kalastria Nightwatch","Battle for Zendikar","Near Mint","English","Normal"
"2846",2,"Malakir Familiar","Battle for Zendikar","Near Mint","English","Normal"
"2847",3,"Mind Raker","Battle for Zendikar","Near Mint","English","Normal"
"2848",2,"Mire's Malice","Battle for Zendikar","Near Mint","English","Normal"
"2849",1,"Nirkana Assassin","Battle for Zendikar","Near Mint","English","Normal"
"2850",5,"Silent Skimmer","Battle for Zendikar","Near Mint","English","Normal"
"2851",4,"Sludge Crawler","Battle for Zendikar","Near Mint","English","Foil"
"2852",4,"Sludge Crawler","Battle for Zendikar","Near Mint","English","Normal"
"2853",3,"Swarm Surge","Battle for Zendikar","Near Mint","English","Normal"
"2854",1,"Vampiric Rites","Battle for Zendikar","Near Mint","English","Normal"
"2855",4,"Voracious Null","Battle for Zendikar","Near Mint","English","Normal"
"2856",5,"Hedron Blade","Battle for Zendikar","Near Mint","English","Normal"
"2857",2,"Pathway Arrows","Battle for Zendikar","Near Mint","English","Normal"
"2858",2,"Slab Hammer","Battle for Zendikar","Near Mint","English","Normal"
"2859",2,"Belligerent Whiptail","Battle for Zendikar","Near Mint","English","Normal"
"2860",3,"Boiling Earth","Battle for Zendikar","Near Mint","English","Normal"
"2861",2,"Goblin War Paint","Battle for Zendikar","Near Mint","English","Normal"
"2862",5,"Kozilek's Sentinel","Battle for Zendikar","Near Mint","English","Normal"
"2863",5,"Lavastep Raider","Battle for Zendikar","Near Mint","English","Normal"
"2864",4,"Makindi Sliderunner","Battle for Zendikar","Near Mint","English","Normal"
"2865",6,"Nettle Drone","Battle for Zendikar","Near Mint","English","Normal"
"2866",6,"Ondu Champion","Battle for Zendikar","Near Mint","English","Normal"
"2867",3,"Outnumber","Battle for Zendikar","Near Mint","English","Normal"
"2868",1,"Processor Assault","Battle for Zendikar","Near Mint","English","Normal"
"2869",5,"Reckless Cohort","Battle for Zendikar","Near Mint","English","Normal"
"2870",7,"Shatterskull Recruit","Battle for Zendikar","Near Mint","English","Normal"
"2871",2,"Sure Strike","Battle for Zendikar","Near Mint","English","Normal"
"2872",1,"Touch of the Void","Battle for Zendikar","Near Mint","English","Normal"
"2873",5,"Tunneling Geopede","Battle for Zendikar","Near Mint","English","Normal"
"2874",5,"Valakut Invoker","Battle for Zendikar","Near Mint","English","Normal"
"2875",2,"Valakut Predator","Battle for Zendikar","Near Mint","English","Normal"
"2876",5,"Vestige of Emrakul","Battle for Zendikar","Near Mint","English","Normal"
"2877",2,"Broodhunter Wurm","Battle for Zendikar","Near Mint","English","Normal"
"2878",6,"Call the Scions","Battle for Zendikar","Near Mint","English","Normal"
"2879",8,"Earthen Arms","Battle for Zendikar","Near Mint","English","Normal"
"2880",3,"Eyeless Watcher","Battle for Zendikar","Near Mint","English","Normal"
"2881",4,"Giant Mantis","Battle for Zendikar","Near Mint","English","Normal"
"2882",1,"Infuse with the Elements","Battle for Zendikar","Near Mint","English","Normal"
"2883",2,"Lifespring Druid","Battle for Zendikar","Near Mint","English","Normal"
"2884",4,"Natural Connection","Battle for Zendikar","Near Mint","English","Normal"
"2885",2,"Oran-Rief Invoker","Battle for Zendikar","Near Mint","English","Normal"
"2886",4,"Plummet","Battle for Zendikar","Near Mint","English","Normal"
"2887",4,"Reclaiming Vines","Battle for Zendikar","Near Mint","English","Normal"
"2888",3,"Seek the Wilds","Battle for Zendikar","Near Mint","English","Normal"
"2889",4,"Snapping Gnarlid","Battle for Zendikar","Near Mint","English","Normal"
"2890",5,"Swell of Growth","Battle for Zendikar","Near Mint","English","Normal"
"2891",5,"Tajuru Stalwart","Battle for Zendikar","Near Mint","English","Normal"
"2892",2,"Territorial Baloth","Battle for Zendikar","Near Mint","English","Normal"
"2893",3,"Unnatural Aggression","Battle for Zendikar","Near Mint","English","Normal"
"2894",3,"Void Attendant","Battle for Zendikar","Near Mint","English","Normal"
"2895",1,"Swarm Surge","Battle for Zendikar","Near Mint","English","Foil"
"2896",1,"Prickleboar","Magic Origins","Near Mint","English","Foil"
"2897",1,"Belligerent Whiptail","Battle for Zendikar","Near Mint","English","Foil"
"2898",8,"Blistercoil Weird","Return to Ravnica","Near Mint","English","Foil"
"2899",10,"Spirit Token","Magic: The Gathering—Conspiracy","Near Mint","English","Normal"
"2900",1,"Armageddon","From the Vault: Annihilation","Near Mint","English","Foil"
"2901",1,"Grudge Keeper","Magic: The Gathering—Conspiracy","Near Mint","English","Foil"
"2902",1,"Dragon Hunter","Dragons of Tarkir","Near Mint","English","Foil"
"2903",1,"Brion Stoutarm","Media Promos","Near Mint","English","Foil"
"2904",4,"Bone Saw","Oath of the Gatewatch","Near Mint","English","Foil"
"2905",3,"Gnaw to the Bone","Innistrad","Near Mint","English","Foil"
"2906",1,"Phyrexian Revoker","Magic 2015 Core Set","Near Mint","English","Foil"
"2907",1,"Anafenza, Kin-Tree Spirit","Dragons of Tarkir","Near Mint","English","Foil"
"2908",1,"Rally the Ancestors","Fate Reforged","Near Mint","English","Foil"
"2909",1,"Torch Fiend","Magic 2015 Core Set","Near Mint","English","Foil"
"2910",1,"Kytheon, Hero of Akros","Magic Origins","Near Mint","English","Foil"
"2911",1,"Shattering Spree","Guildpact","Near Mint","English","Foil"
"2912",1,"Spirit Bonds","Magic 2015 Core Set","Near Mint","English","Foil"
"2913",1,"Precinct Captain","Return to Ravnica","Near Mint","English","Foil"
"2914",4,"Rotting Rats","Conflux","Near Mint","English","Foil"
"2915",1,"Shared Discovery","Rise of the Eldrazi","Near Mint","English","Foil"
"2916",1,"Stoneshaker Shaman","Ravnica: City of Guilds","Near Mint","English","Foil"
"2917",1,"Battlefield Forge","Magic Origins","Near Mint","English","Foil"
"2918",1,"Tormenting Voice","Khans of Tarkir","Near Mint","English","Foil"
"2919",3,"Plains (177)","Fate Reforged","Near Mint","English","Foil"
"2920",2,"Planeswalker Checklist Card","Magic Origins","Near Mint","English","Normal"
"2921",1,"Darkblast","Ravnica: City of Guilds","Near Mint","English","Foil"
"2922",1,"Boros Guildgate","Gatecrash","Near Mint","English","Foil"
"2923",1,"Curse of Stalked Prey","Innistrad","Near Mint","English","Foil"
"2924",1,"Jori En, Ruin Diver","Game Day Promos","Near Mint","English","Foil"
"2925",2,"Plains (290)","Mirrodin","Near Mint","English","Foil"
"2926",2,"Plains (334)","Odyssey","Near Mint","English","Foil"
"2927",4,"Island (293)","Mirrodin","Near Mint","English","Foil"
"2928",2,"Island (294)","Mirrodin","Near Mint","English","Foil"
"2929",6,"Swamp (296)","Champions of Kamigawa","Near Mint","English","Foil"
"2930",3,"Swamp (295)","Mirrodin","Near Mint","English","Foil"
"2931",6,"Swamp (297)","Mirrodin","Near Mint","English","Foil"
"2932",4,"Mountain (302)","Mirrodin","Near Mint","English","Foil"
"2933",3,"Mountain (301)","Mirrodin","Near Mint","English","Foil"
"2934",3,"Mountain (294)","Time Spiral","Near Mint","English","Foil"
