Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified
"1","1","Volcanic Rush","Dragons of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:06.313317"
"1","1","Qal Sisma Behemoth","Dragons of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:06.304371"
"1","1","Kindled Fury","Dragons of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:06.294937"
"1","1","Jund Battlemage","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:06.255108"
"1","1","Earthbrawn","Morningtide","Near Mint","English","foil","","2022-02-27 02:36:06.246541"
"1","1","Reins of the Vinesteed","Morningtide","Near Mint","English","foil","","2022-02-27 02:36:06.237584"
"1","1","Elvish Warrior","Morningtide","Near Mint","English","foil","","2022-02-27 02:36:06.228696"
"1","1","Root-Kin Ally","Modern Masters 2015 Edition","Near Mint","English","foil","","2022-02-27 02:36:06.191727"
"1","1","Bestial Menace","Modern Masters 2015 Edition","Near Mint","English","foil","","2022-02-27 02:36:06.181522"
"1","1","Karplusan Strider","Modern Masters 2015 Edition","Near Mint","English","foil","","2022-02-27 02:36:06.171560"
"1","1","Simic Initiate","Modern Masters 2015 Edition","Near Mint","English","foil","","2022-02-27 02:36:06.123708"
"1","1","Hunt the Weak","Magic 2014 Core Set","Near Mint","English","foil","","2022-02-27 02:36:06.085749"
"1","1","Satyr Grovedancer","Journey into Nyx","Near Mint","English","foil","","2022-02-27 02:36:06.074698"
"1","1","Warren-Scourge Elf","Lorwyn","Near Mint","English","foil","","2022-02-27 02:36:06.065199"
"1","1","Highland Game","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:06.056795"
"1","1","Temur Charger","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:06.048925"
"2","2","Rubbleback Rhino","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:06.028692"
"1","1","Drudge Beetle","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:06.011590"
"1","1","Nantuko Shaman","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:05.991256"
"1","1","Nyxborn Wolf","Born of the Gods","Near Mint","English","foil","","2022-02-27 02:36:05.964328"
"1","1","Moss Kami","Champions of Kamigawa","Near Mint","English","foil","","2022-02-27 02:36:05.956290"
"2","2","Battlefront Krushok","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:05.947680"
"1","1","Temur Runemark","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:05.923607"
"1","1","Formless Nurturing","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:05.914137"
"1","1","Giant Spider","Eighth Edition","Near Mint","English","foil","","2022-02-27 02:36:05.904041"
"1","1","Rust Scarab","Gatecrash","Near Mint","English","foil","","2022-02-27 02:36:05.874450"
"1","1","Verdant Haven","Gatecrash","Near Mint","English","foil","","2022-02-27 02:36:05.865622"
"2","2","Llanowar Empath","Future Sight","Near Mint","English","foil","","2022-02-27 02:36:05.853596"
"1","1","Kavu Primarch","Future Sight","Near Mint","English","foil","","2022-02-27 02:36:05.835431"
"1","1","Viridian Scout","Fifth Dawn","Near Mint","English","foil","","2022-02-27 02:36:05.823860"
"1","1","Leeching Bite","New Phyrexia","Near Mint","English","foil","","2022-02-27 02:36:05.803303"
"1","1","Pinion Feast","Dragons of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:05.784875"
"2","2","Naturalize","Dragons of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:05.775156"
"1","1","Kraul Warrior","Dragon's Maze","Near Mint","English","foil","","2022-02-27 02:36:05.757644"
"1","1","Tel-Jilad Fallen","Scars of Mirrodin","Near Mint","English","foil","","2022-02-27 02:36:05.747897"
"1","1","Cavern Thoctar","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:05.726672"
"1","1","Gift of the Gargantuan","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:05.715965"
"1","1","Slingbow Trap","Worldwake","Near Mint","English","foil","","2022-02-27 02:36:05.707857"
"1","1","Grappler Spider","Worldwake","Near Mint","English","foil","","2022-02-27 02:36:05.697985"
"1","1","Bramblesnap","Rise of the Eldrazi","Near Mint","English","foil","","2022-02-27 02:36:05.689662"
"1","1","Savage Silhouette","Zendikar","Near Mint","English","foil","","2022-02-27 02:36:05.681398"
"1","1","Relic Crush","Zendikar","Near Mint","English","foil","","2022-02-27 02:36:05.671781"
"1","1","Turntimber Basilisk","Zendikar","Near Mint","English","foil","","2022-02-27 02:36:05.662018"
"1","1","Nature's Panoply","Journey into Nyx","Near Mint","English","foil","","2022-02-27 02:36:05.651936"
"1","1","Cloud Manta","Battle for Zendikar","Near Mint","English","foil","","2022-02-27 02:36:05.642938"
"1","1","Deepwater Hypnotist","Born of the Gods","Near Mint","English","foil","","2022-02-27 02:36:05.624200"
"1","1","Enhanced Awareness","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:05.598509"
"2","2","Jeskai Runemark","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:05.588473"
"2","2","Whisk Away","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:05.580245"
"1","1","Marang River Prowler","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:05.563097"
"10","10","Stealer of Secrets","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.681887"
"6","6","Armory Guard","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.588639"
"3","3","Horncaller's Chant","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.541421"
"5","5","Towering Indrik","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.476719"
"7","7","Lobber Crew","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.436740"
"5","5","Assassin's Strike","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.379075"
"4","4","Golgari Longlegs","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.337163"
"3","3","Survey the Wreckage","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.302717"
"8","8","Chemister's Trick","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.272524"
"1","1","Chemister's Trick","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:11.204246"
"9","9","Selesnya Sentry","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.193200"
"2","2","Blustersquall","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.107630"
"9","9","Dramatic Rescue","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.088373"
"6","6","Tenement Crasher","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.013559"
"7","7","Drudge Beetle","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:10.962837"
"7","7","Korozda Monitor","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:10.904359"
"2","2","Traitorous Instinct","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:10.793971"
"4","4","Centaur's Herald","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:10.776868"
"1","1","Shrewd Hatchling","Duel Decks: Izzet vs. Golgari","Near Mint","English","","","2022-02-27 02:36:10.739583"
"1","1","Plagued Rusalka","Duel Decks: Izzet vs. Golgari","Near Mint","English","","","2022-02-27 02:36:10.729241"
"1","1","Putrefy","Duel Decks: Izzet vs. Golgari","Near Mint","English","","","2022-02-27 02:36:10.720156"
"1","1","Golgari Rotwurm","Duel Decks: Izzet vs. Golgari","Near Mint","English","","","2022-02-27 02:36:10.706319"
"1","1","Fettergeist","Avacyn Restored","Near Mint","English","","","2022-02-27 02:36:10.695932"
"1","1","Borderland Ranger","Avacyn Restored","Near Mint","English","","","2022-02-27 02:36:10.685936"
"1","1","Altar of the Lost","Dark Ascension","Near Mint","English","","","2022-02-27 02:36:10.676397"
"1","1","Grim Flowering","Dark Ascension","Near Mint","English","","","2022-02-27 02:36:10.667092"
"3","3","Saving Grasp","Dark Ascension","Near Mint","English","","","2022-02-27 02:36:10.657803"
"1","1","Voyager Drake","Worldwake","Near Mint","English","","","2022-02-27 02:36:10.633381"
"2","2","Annul","Mirrodin","Near Mint","English","","","2022-02-27 02:36:10.625064"
"2","2","Frightful Delusion","Innistrad","Near Mint","English","","","2022-02-27 02:36:10.604785"
"1","1","Gnarlid Pack","Worldwake","Near Mint","English","","","2022-02-27 02:36:10.587977"
"1","1","Vampire Bats","Tenth Edition","Near Mint","English","","","2022-02-27 02:36:10.578305"
"1","1","Thorn-Thrash Viashino","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:10.570304"
"1","1","Marsh Casualties","Zendikar","Near Mint","English","","","2022-02-27 02:36:10.560612"
"1","1","Sanity Gnawers","Alara Reborn","Near Mint","English","","","2022-02-27 02:36:10.549271"
"3","3","Furnace Celebration","Scars of Mirrodin","Near Mint","English","","","2022-02-27 02:36:10.540338"
"2","2","Silkbind Faerie","Shadowmoor","Near Mint","English","","","2022-02-27 02:36:10.514423"
"8","8","Oculus","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:10.497713"
"2","2","Cultbrand Cinder","Shadowmoor","Near Mint","English","","","2022-02-27 02:36:10.431985"
"3","3","Dromad Purebred","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:10.414978"
"2","2","Protomatter Powder","Shards of Alara","Near Mint","English","","","2022-02-27 02:36:10.388710"
"1","1","Write into Being","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:05.521619"
"1","1","Rakshasa's Disdain","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:05.509816"
"1","1","Soul Seizer","Dark Ascension","Near Mint","English","foil","","2022-02-27 02:36:05.486705"
"1","1","Sphinx's Disciple","Born of the Gods","Near Mint","English","foil","","2022-02-27 02:36:05.476866"
"2","2","Spell Rupture","Gatecrash","Near Mint","English","foil","","2022-02-27 02:36:05.465143"
"3","3","Taigam's Strike","Dragons of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:05.443998"
"1","1","Aquamorph Entity","Planar Chaos","Near Mint","English","foil","","2022-02-27 02:36:05.434264"
"1","1","Shivan Harvest","Invasion","Near Mint","English","foil","","2022-02-27 02:36:03.397692"
"1","1","Keldon Vandals","Urza's Destiny","Near Mint","English","foil","","2022-02-27 02:36:03.386163"
"1","1","Demolish","Avacyn Restored","Near Mint","English","foil","","2022-02-27 02:36:03.360643"
"1","1","Flame Jab","Eventide","Near Mint","English","foil","","2022-02-27 02:36:03.339691"
"1","1","Tectonic Rift","Magic 2012","Near Mint","English","foil","","2022-02-27 02:36:03.327310"
"3","3","Viashino Racketeer","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:03.314527"
"1","1","Violent Eruption","Torment","Near Mint","English","foil","","2022-02-27 02:36:03.306437"
"1","1","Boom // Bust","Planar Chaos","Near Mint","English","foil","","2022-02-27 02:36:03.272524"
"1","1","Gift of Tusks","Oath of the Gatewatch","Near Mint","English","foil","","2022-02-27 02:36:03.254606"
"1","1","Oath of Gideon","Oath of the Gatewatch","Near Mint","English","foil","","2022-02-27 02:36:03.242908"
"1","1","Slip Through Space","Oath of the Gatewatch","Near Mint","English","foil","","2022-02-27 02:36:03.233170"
"1","1","Faithless Looting","Dark Ascension","Near Mint","English","foil","","2022-02-27 02:36:03.207166"
"1","1","Jori En, Ruin Diver","Oath of the Gatewatch","Near Mint","English","foil","","2022-02-27 02:36:03.186348"
"1","1","Crumbling Vestige","Oath of the Gatewatch","Near Mint","English","foil","","2022-02-27 02:36:03.174954"
"1","1","Stony Silence","Innistrad","Good (Lightly Played)","English","foil","","2022-02-27 02:36:03.162165"
"1","1","Warping Wail","Oath of the Gatewatch","Near Mint","English","foil","","2022-02-27 02:36:03.150669"
"1","1","Scatter to the Winds","Battle for Zendikar","Near Mint","English","foil","","2022-02-27 02:36:03.137561"
"1","1","Tremble","Odyssey","Near Mint","English","foil","","2022-02-27 02:36:03.120117"
"1","1","Mentor of the Meek","Innistrad","Near Mint","English","foil","","2022-02-27 02:36:03.109380"
"1","1","Rupture Spire","Premium Deck Series: Slivers","Near Mint","English","foil","","2022-02-27 02:36:03.095196"
"1","1","Zurgo Bellstriker","Prerelease Events","Near Mint","English","foil","","2022-02-27 02:36:03.073030"
"1","1","Street Spasm","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:03.059759"
"1","1","Polluted Mire","Premium Deck Series: Graveborn","Near Mint","English","foil","","2022-02-27 02:36:03.018335"
"1","1","Surreal Memoir","Rise of the Eldrazi","Near Mint","English","foil","","2022-02-27 02:36:02.951187"
"1","1","Chronomantic Escape","Future Sight","Near Mint","English","foil","","2022-02-27 02:36:02.937108"
"2","2","Nova Cleric","Onslaught","Near Mint","English","foil","","2022-02-27 02:36:02.926803"
"1","1","Nomad Outpost","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:02.908503"
"1","1","Vandalize","Dragons of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:02.880012"
"1","1","Crown of Flames","Invasion","Near Mint","English","foil","","2022-02-27 02:36:02.869930"
"1","1","Smoldering Marsh","Battle for Zendikar","Near Mint","English","foil","","2022-02-27 02:36:02.858083"
"1","1","Flamekin Harbinger","Lorwyn","Near Mint","English","foil","","2022-02-27 02:36:02.844444"
"1","1","Humble Defector","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:02.833697"
"1","1","Mystic Retrieval","Dark Ascension","Near Mint","English","foil","","2022-02-27 02:36:02.819426"
"1","1","Legion's Initiative","Dragon's Maze","Near Mint","English","foil","","2022-02-27 02:36:02.754942"
"1","1","Figure of Destiny","Premium Deck Series: Fire and Lightning","Near Mint","English","foil","","2022-02-27 02:36:02.743886"
"1","1","Elite Vanguard","Magic 2012","Near Mint","English","foil","","2022-02-27 02:36:02.726831"
"1","1","War Priest of Thune","Magic 2013","Near Mint","English","foil","","2022-02-27 02:36:02.712531"
"1","1","Dizzy Spell","Ravnica: City of Guilds","Near Mint","English","foil","","2022-02-27 02:36:02.679885"
"1","1","Leonin Relic-Warder","Mirrodin Besieged","Near Mint","English","foil","","2022-02-27 02:36:02.668769"
"1","1","Ire Shaman","Dragons of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:02.659149"
"1","1","Breath of Fury","Ravnica: City of Guilds","Near Mint","English","foil","","2022-02-27 02:36:02.649806"
"1","1","Glen Elendra Pranksters","Lorwyn","Near Mint","English","foil","","2022-02-27 02:36:02.639473"
"1","1","Tallowisp","Betrayers of Kamigawa","Near Mint","English","foil","","2022-02-27 02:36:02.630410"
"3","3","Devoted Druid","Shadowmoor","Good (Lightly Played)","English","foil","","2022-02-27 02:36:02.621364"
"1","1","Bonded Construct","Magic Origins","Near Mint","English","foil","","2022-02-27 02:36:02.519575"
"1","1","Murder Investigation","Magic Origins","Near Mint","English","foil","","2022-02-27 02:36:02.510250"
"1","1","Treasure Cruise","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:02.491975"
"1","1","Epochrasite","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:02.470388"
"1","1","Ponyback Brigade","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:02.421212"
"1","1","Mardu Scout","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:02.410952"
"1","1","Runed Stalactite","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:02.400942"
"1","1","Encroaching Wastes","Friday Night Magic","Near Mint","English","foil","","2022-02-27 02:36:02.390981"
"1","1","Academy Raider","Magic 2014 Core Set","Near Mint","English","foil","","2022-02-27 02:36:02.380608"
"1","1","Stromkirk Noble","Innistrad","Near Mint","English","foil","","2022-02-27 02:36:02.351961"
"1","1","Gravitational Shift","Rise of the Eldrazi","Near Mint","English","foil","","2022-02-27 02:36:02.268777"
"1","1","Sanctum Seeker","Ixalan","Near Mint","English","foil","","2022-02-27 02:36:02.239035"
"1","1","Priest of Iroas","Theros","Near Mint","English","foil","","2022-02-27 02:36:02.227801"
"1","1","Martial Coup","From the Vault: Annihilation","Near Mint","English","foil","","2022-02-27 02:36:02.217605"
"1","1","Disenchant","Conspiracy: Take the Crown","Near Mint","English","foil","","2022-02-27 02:36:02.208740"
"1","1","Quicksand","Masters 25","Near Mint","English","foil","","2022-02-27 02:36:02.187390"
"4","4","Esper Panorama","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:02.154873"
"1","1","Ambassador Oak","Masters 25","Near Mint","English","foil","","2022-02-27 02:36:02.133654"
"1","1","Unwind","Dominaria","Near Mint","English","foil","","2022-02-27 02:36:02.113897"
