"","Name","Edition","Condition","Language","Foil","Count"
"2480","Hivestone","Time Spiral ""Timeshifted""","Near Mint","English","foil",1
"2481","Morbid Plunder","Mirrodin Besieged","Near Mint","English","",1
"2482","Turn the Tide","Mirrodin Besieged","Near Mint","English","",1
"2483","Coalhauler Swine","Ravnica: City of Guilds","Near Mint","English","",1
"2484","Vedalken Dismisser","Ravnica: City of Guilds","Near Mint","English","",1
"2485","Skulking Ghost","Mirage","Near Mint","English","",1
"2486","Screeching Griffin","Ravnica: City of Guilds","Near Mint","English","",1
"2487","Bone Splinters","Shards of Alara","Near Mint","English","foil",1
"2488","Gust-Skimmer","Mirrodin Besieged","Near Mint","English","",1
"2489","Guardians of Akrasa","Shards of Alara","Near Mint","English","foil",1
"2490","Riot Spikes","Dissension","Near Mint","English","",1
"2491","Goblin Spelunkers","Ravnica: City of Guilds","Near Mint","English","",1
"2492","Metallic Mastery","Mirrodin Besieged","Near Mint","English","",1
"2493","Frost Raptor","Coldsnap","Near Mint","English","",1
"2494","Selesnya Guildmage","Archenemy","Near Mint","English","",1
"2495","Forfend","Morningtide","Near Mint","English","",1
"2496","Seething Pathblazer","Morningtide","Near Mint","English","",1
"2497","Etherium Astrolabe","Shards of Alara","Near Mint","English","",1
"2498","Vithian Stinger","Shards of Alara","Near Mint","English","",1
"2499","Instill Infection","Scars of Mirrodin","Near Mint","English","",1
"2500","Kithkin Zephyrnaut","Morningtide","Near Mint","English","",1
"2501","Spire Serpent","Mirrodin Besieged","Near Mint","English","",1
"2502","Quicksilver Geyser","Mirrodin Besieged","Near Mint","English","",1
"2503","Disturbing Plot","Shadowmoor","Near Mint","English","",1
"2504","Crush","Mirrodin Besieged","Near Mint","English","",1
"2505","Spiraling Duelist","Mirrodin Besieged","Near Mint","English","",1
"2506","Order of the Golden Cricket","Morningtide","Near Mint","English","",1
"2507","Defensive Maneuvers","Onslaught","Near Mint","English","",1
"2508","Stingmoggie","Morningtide","Near Mint","English","",2
"2509","Surging Aether","Coldsnap","Near Mint","English","",1
"2510","Rhox Charger","Shards of Alara","Near Mint","English","foil",1
"2511","Caustic Hound","Mirrodin Besieged","Near Mint","English","",2
"2512","Into the Core","Mirrodin Besieged","Near Mint","English","",1
"2513","Lunk Errant","Morningtide","Near Mint","English","",1
"2514","Mire Boa","Planar Chaos","Near Mint","English","",1
"2515","Benevolent Ancestor","Ravnica: City of Guilds","Near Mint","English","",1
"2516","Memnite","Scars of Mirrodin","Near Mint","English","foil",1
"2517","Ornithopter","Magic 2015 Core Set","Near Mint","English","foil",2
"2518","Artful Dodge","Dark Ascension","Near Mint","English","foil",1
"2519","Dakmor Salvage","Modern Masters","Near Mint","English","foil",1
"2520","Master the Way","Khans of Tarkir","Near Mint","English","foil",1
"2521","Glacial Crasher","Magic 2015 Core Set","Near Mint","English","foil",2
"2522","Festergloom","Magic 2015 Core Set","Near Mint","English","foil",2
"2523","Mind Rot","Magic 2015 Core Set","Near Mint","English","foil",2
"2524","Hubris","Journey into Nyx","Near Mint","English","foil",2
"2525","Force Away","Khans of Tarkir","Near Mint","English","foil",1
"2526","Glint","Dragons of Tarkir","Near Mint","English","foil",2
"2527","Abzan Advantage","Fate Reforged","Near Mint","English","foil",1
"2528","Conifer Strider","Dragons of Tarkir","Near Mint","English","foil",2
"2529","Grim Lavamancer","Premium Deck Series: Fire and Lightning","Near Mint","English","foil",1
"2530","Soilshaper","Champions of Kamigawa","Near Mint","English","foil",1
"2531","Nameless Inversion","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2532","Barbarian Ring","Premium Deck Series: Fire and Lightning","Near Mint","English","foil",1
"2533","Peer Through Depths","Modern Masters","Near Mint","English","foil",1
"2534","Forbidden Orchard","From the Vault: Realms","Near Mint","English","foil",1
"2535","Skarrgan Firebird","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2536","Giant Dustwasp","Modern Masters","Near Mint","English","foil",1
"2537","Thundering Giant","Modern Masters","Near Mint","English","foil",1
"2538","Aether Spellbomb","Modern Masters","Near Mint","English","foil",1
"2539","Gleam of Resistance","Modern Masters","Near Mint","English","foil",1
"2540","Rift Elemental","Modern Masters","Near Mint","English","foil",1
"2541","Erratic Mutation","Modern Masters","Near Mint","English","foil",1
"2542","Runewing","Return to Ravnica","Near Mint","English","",1
"2543","Marsh Flitter","Modern Masters","Near Mint","English","foil",1
"2544","Torrent of Stone","Modern Masters","Near Mint","English","foil",2
"2545","Pardic Dragon","Modern Masters","Near Mint","English","foil",1
"2546","Bound in Silence","Modern Masters","Near Mint","English","foil",1
"2547","Deserter's Quarters","Journey into Nyx","Near Mint","English","foil",1
"2548","Abzan Banner","Khans of Tarkir","Near Mint","English","foil",1
"2549","Sultai Banner","Khans of Tarkir","Near Mint","English","foil",1
"2550","Heart-Piercer Bow","Khans of Tarkir","Near Mint","English","foil",1
"2551","Wizard Replica","Mirrodin","Near Mint","English","foil",1
"2552","Neurok Hoversail","Mirrodin","Near Mint","English","foil",1
"2553","Strandwalker","Mirrodin Besieged","Near Mint","English","foil",1
"2554","Darksteel Axe","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2555","Loyal Pegasus","Born of the Gods","Near Mint","English","foil",1
"2556","Bomber Corps","Gatecrash","Near Mint","English","foil",1
"2557","Spark Elemental","Premium Deck Series: Fire and Lightning","Near Mint","English","foil",1
"2558","Reckless Reveler","Born of the Gods","Near Mint","English","foil",1
"2559","Stingmoggie","Morningtide","Near Mint","English","foil",2
"2560","Outnumber","Battle for Zendikar","Near Mint","English","foil",2
"2561","Keldon Champion","Premium Deck Series: Fire and Lightning","Near Mint","English","foil",1
"2562","Satyr Nyx-Smith","Born of the Gods","Near Mint","English","foil",1
"2563","Oreskos Swiftclaw","Journey into Nyx","Near Mint","English","foil",1
"2564","Barrage of Boulders","Khans of Tarkir","Near Mint","English","foil",2
"2565","Claws of Valakut","Worldwake","Near Mint","English","foil",1
"2566","Goblin Mountaineer","Shards of Alara","Near Mint","English","foil",1
"2567","Incurable Ogre","Shards of Alara","Near Mint","English","foil",1
"2568","Tuktuk Grunts","Zendikar","Near Mint","English","foil",1
"2569","Slaughter Cry","Zendikar","Near Mint","English","foil",1
"2570","Bladetusk Boar","Zendikar","Near Mint","English","foil",1
"2571","Jackal Pup","Premium Deck Series: Fire and Lightning","Near Mint","English","foil",1
"2572","Fireball","Premium Deck Series: Fire and Lightning","Near Mint","English","foil",1
"2573","Sudden Impact","Premium Deck Series: Fire and Lightning","Near Mint","English","foil",1
"2574","Boggart Ram-Gang","Premium Deck Series: Fire and Lightning","Near Mint","English","foil",1
"2575","Cinder Pyromancer","Premium Deck Series: Fire and Lightning","Near Mint","English","foil",1
"2576","Spire Barrage","Zendikar","Near Mint","English","foil",1
"2577","Reckless Cohort","Battle for Zendikar","Near Mint","English","foil",2
"2578","Viashino Slasher","Ravnica: City of Guilds","Near Mint","English","foil",2
"2579","Burn Away","Khans of Tarkir","Near Mint","English","foil",1
"2580","Spitebellows","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2581","Flamespeaker's Will","Journey into Nyx","Near Mint","English","foil",1
"2582","Berserkers of Blood Ridge","Magic 2010","Near Mint","English","foil",1
"2583","Blinding Flare","Journey into Nyx","Near Mint","English","foil",1
"2584","Dragon Grip","Khans of Tarkir","Near Mint","English","foil",2
"2585","Ainok Tracker","Khans of Tarkir","Near Mint","English","foil",1
"2586","Bloodfire Mentor","Khans of Tarkir","Near Mint","English","foil",2
"2587","Traitorous Instinct","Return to Ravnica","Near Mint","English","foil",2
"2588","Cobblebrute","Return to Ravnica","Near Mint","English","foil",2
"2589","Explosive Impact","Return to Ravnica","Near Mint","English","foil",2
"2590","Bellows Lizard","Return to Ravnica","Near Mint","English","foil",2
"2591","Viashino Slaughtermaster","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2592","Soul of Magma","Champions of Kamigawa","Near Mint","English","foil",1
"2593","Mardu Runemark","Fate Reforged","Near Mint","English","foil",1
"2594","Dragonrage","Fate Reforged","Near Mint","English","foil",1
"2595","Smoldering Efreet","Fate Reforged","Near Mint","English","foil",1
"2596","Defiant Ogre","Fate Reforged","Near Mint","English","foil",1
"2597","Structural Collapse","Gatecrash","Near Mint","English","foil",1
"2598","Goblin Brawler","Fifth Dawn","Near Mint","English","foil",1
"2599","Ogre Menial","New Phyrexia","Near Mint","English","foil",1
"2600","Scrapyard Salvo","New Phyrexia","Near Mint","English","foil",1
"2601","Volcanic Rush","Dragons of Tarkir","Near Mint","English","foil",1
"2602","Qal Sisma Behemoth","Dragons of Tarkir","Near Mint","English","foil",1
"2603","Kindled Fury","Dragons of Tarkir","Near Mint","English","foil",1
"2604","Jund Battlemage","Shards of Alara","Near Mint","English","foil",1
"2605","Earthbrawn","Morningtide","Near Mint","English","foil",1
"2606","Reins of the Vinesteed","Morningtide","Near Mint","English","foil",2
"2607","Elvish Warrior","Morningtide","Near Mint","English","foil",1
"2608","Root-Kin Ally","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2609","Bestial Menace","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2610","Karplusan Strider","Modern Masters 2015 Edition","Near Mint","English","foil",2
"2611","Simic Initiate","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2612","Hunt the Weak","Magic 2014 Core Set","Near Mint","English","foil",1
"2613","Satyr Grovedancer","Journey into Nyx","Near Mint","English","foil",2
"2614","Warren-Scourge Elf","Lorwyn","Near Mint","English","foil",1
"2615","Highland Game","Khans of Tarkir","Near Mint","English","foil",2
"2616","Temur Charger","Khans of Tarkir","Near Mint","English","foil",1
"2617","Rubbleback Rhino","Return to Ravnica","Near Mint","English","foil",2
"2618","Drudge Beetle","Return to Ravnica","Near Mint","English","foil",2
"2619","Nantuko Shaman","Modern Masters","Near Mint","English","foil",1
"2620","Nyxborn Wolf","Born of the Gods","Near Mint","English","foil",2
"2621","Moss Kami","Champions of Kamigawa","Near Mint","English","foil",1
"2622","Battlefront Krushok","Fate Reforged","Near Mint","English","foil",1
"2623","Temur Runemark","Fate Reforged","Near Mint","English","foil",2
"2624","Formless Nurturing","Fate Reforged","Near Mint","English","foil",2
"2625","Giant Spider","Eighth Edition","Near Mint","English","foil",1
"2626","Rust Scarab","Gatecrash","Near Mint","English","foil",2
"2627","Verdant Haven","Gatecrash","Near Mint","English","foil",1
"2628","Llanowar Empath","Future Sight","Near Mint","English","foil",1
"2629","Kavu Primarch","Future Sight","Near Mint","English","foil",1
"2630","Viridian Scout","Fifth Dawn","Near Mint","English","foil",1
"2631","Leeching Bite","New Phyrexia","Near Mint","English","foil",1
"2632","Pinion Feast","Dragons of Tarkir","Near Mint","English","foil",2
"2633","Naturalize","Dragons of Tarkir","Near Mint","English","foil",2
"2634","Kraul Warrior","Dragon's Maze","Near Mint","English","foil",1
"2635","Tel-Jilad Fallen","Scars of Mirrodin","Near Mint","English","foil",1
"2636","Cavern Thoctar","Shards of Alara","Near Mint","English","foil",1
"2637","Gift of the Gargantuan","Shards of Alara","Near Mint","English","foil",1
"2638","Slingbow Trap","Worldwake","Near Mint","English","foil",1
"2639","Grappler Spider","Worldwake","Near Mint","English","foil",2
"2640","Bramblesnap","Rise of the Eldrazi","Near Mint","English","foil",1
"2641","Savage Silhouette","Zendikar","Near Mint","English","foil",1
"2642","Relic Crush","Zendikar","Near Mint","English","foil",1
"2643","Turntimber Basilisk","Zendikar","Near Mint","English","foil",1
"2644","Nature's Panoply","Journey into Nyx","Near Mint","English","foil",2
"2645","Cloud Manta","Battle for Zendikar","Near Mint","English","foil",2
"2646","Deepwater Hypnotist","Born of the Gods","Near Mint","English","foil",2
"2647","Enhanced Awareness","Fate Reforged","Near Mint","English","foil",1
"2648","Jeskai Runemark","Fate Reforged","Near Mint","English","foil",1
"2649","Whisk Away","Fate Reforged","Near Mint","English","foil",2
"2650","Marang River Prowler","Fate Reforged","Near Mint","English","foil",1
"2651","Stealer of Secrets","Return to Ravnica","Near Mint","English","",1
"2652","Armory Guard","Return to Ravnica","Near Mint","English","",2
"2653","Horncaller's Chant","Return to Ravnica","Near Mint","English","",1
"2654","Towering Indrik","Return to Ravnica","Near Mint","English","",2
"2655","Lobber Crew","Return to Ravnica","Near Mint","English","",1
"2656","Assassin's Strike","Return to Ravnica","Near Mint","English","",1
"2657","Golgari Longlegs","Return to Ravnica","Near Mint","English","",1
"2658","Survey the Wreckage","Return to Ravnica","Near Mint","English","",1
"2659","Chemister's Trick","Return to Ravnica","Near Mint","English","",2
"2660","Chemister's Trick","Return to Ravnica","Near Mint","English","foil",2
"2661","Selesnya Sentry","Return to Ravnica","Near Mint","English","",1
"2662","Blustersquall","Return to Ravnica","Near Mint","English","",1
"2663","Dramatic Rescue","Return to Ravnica","Near Mint","English","",1
"2664","Tenement Crasher","Return to Ravnica","Near Mint","English","",1
"2665","Drudge Beetle","Return to Ravnica","Near Mint","English","",2
"2666","Korozda Monitor","Return to Ravnica","Near Mint","English","",1
"2667","Traitorous Instinct","Return to Ravnica","Near Mint","English","",2
"2668","Centaur's Herald","Return to Ravnica","Near Mint","English","",2
"2669","Shrewd Hatchling","Duel Decks: Izzet vs. Golgari","Near Mint","English","",1
"2670","Plagued Rusalka","Duel Decks: Izzet vs. Golgari","Near Mint","English","",1
"2671","Putrefy","Duel Decks: Izzet vs. Golgari","Near Mint","English","",1
"2672","Golgari Rotwurm","Duel Decks: Izzet vs. Golgari","Near Mint","English","",1
"2673","Fettergeist","Avacyn Restored","Near Mint","English","",1
"2674","Borderland Ranger","Avacyn Restored","Near Mint","English","",1
"2675","Altar of the Lost","Dark Ascension","Near Mint","English","",1
"2676","Grim Flowering","Dark Ascension","Near Mint","English","",1
"2677","Saving Grasp","Dark Ascension","Near Mint","English","",1
"2678","Voyager Drake","Worldwake","Near Mint","English","",2
"2679","Annul","Mirrodin","Near Mint","English","",1
"2680","Frightful Delusion","Innistrad","Near Mint","English","",1
"2681","Gnarlid Pack","Worldwake","Near Mint","English","",1
"2682","Vampire Bats","Tenth Edition","Near Mint","English","",1
"2683","Thorn-Thrash Viashino","Shards of Alara","Near Mint","English","foil",1
"2684","Marsh Casualties","Zendikar","Near Mint","English","",1
"2685","Sanity Gnawers","Alara Reborn","Near Mint","English","",1
"2686","Furnace Celebration","Scars of Mirrodin","Near Mint","English","",1
"2687","Silkbind Faerie","Shadowmoor","Near Mint","English","",1
"2688","Oculus","Mirrodin Besieged","Near Mint","English","",1
